1920x1080,1224x689,64,47,7.61 √Î,11.29 √Î,“ª∞„—”≥Ÿ,8547 Kbps
1920x1080,1224x689,56,58,8.61 √Î,11.29 √Î,“ª∞„—”≥Ÿ,9126 Kbps
1920x1080,1224x689,60,72,8.61 √Î,11.29 √Î,“ª∞„—”≥Ÿ,7182 Kbps
1920x1080,1224x689,56,109,9.61 √Î,11.31 √Î,“ª∞„—”≥Ÿ,6018 Kbps
1920x1080,1224x689,52,132,8.61 √Î,11.31 √Î,“ª∞„—”≥Ÿ,6018 Kbps
1920x1080,1224x689,52,148,9.61 √Î,11.31 √Î,“ª∞„—”≥Ÿ,9184 Kbps
1920x1080,1224x689,41,170,8.60 √Î,11.31 √Î,“ª∞„—”≥Ÿ,8923 Kbps
1920x1080,1224x689,56,230,8.60 √Î,11.31 √Î,“ª∞„—”≥Ÿ,8923 Kbps
1920x1080,1224x689,68,250,9.59 √Î,11.31 √Î,“ª∞„—”≥Ÿ,6946 Kbps
1920x1080,1224x689,59,264,8.59 √Î,11.31 √Î,“ª∞„—”≥Ÿ,6946 Kbps
1920x1080,1224x689,61,264,9.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,3186 Kbps
1920x1080,1224x689,48,280,9.19 √Î,11.29 √Î,“ª∞„—”≥Ÿ,3078 Kbps
1920x1080,1224x689,56,299,8.58 √Î,11.29 √Î,“ª∞„—”≥Ÿ,3078 Kbps
1920x1080,1224x689,63,315,7.50 √Î,11.30 √Î,“ª∞„—”≥Ÿ,3078 Kbps
1920x1080,1224x689,59,338,8.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,3087 Kbps
1280x720,1224x689,68,403,8.58 √Î,11.32 √Î,“ª∞„—”≥Ÿ,3053 Kbps
1280x720,1224x689,62,405,9.58 √Î,11.31 √Î,“ª∞„—”≥Ÿ,3101 Kbps
1280x720,1224x689,60,406,8.58 √Î,11.31 √Î,“ª∞„—”≥Ÿ,3101 Kbps
1280x720,1224x689,61,406,8.59 √Î,11.31 √Î,“ª∞„—”≥Ÿ,3152 Kbps
1280x720,1224x689,60,406,7.59 √Î,11.31 √Î,“ª∞„—”≥Ÿ,3152 Kbps
1280x720,1224x689,60,406,6.59 √Î,11.31 √Î,“ª∞„—”≥Ÿ,3152 Kbps
1280x720,1224x689,60,406,5.59 √Î,11.31 √Î,“ª∞„—”≥Ÿ,3152 Kbps
1280x720,1224x689,59,406,4.54 √Î,11.31 √Î,“ª∞„—”≥Ÿ,3152 Kbps
1280x720,1224x689,60,408,4.59 √Î,11.31 √Î,“ª∞„—”≥Ÿ,3060 Kbps
1280x720,1224x689,60,408,3.59 √Î,11.29 √Î,“ª∞„—”≥Ÿ,3060 Kbps
1280x720,1224x689,60,408,4.58 √Î,11.29 √Î,“ª∞„—”≥Ÿ,3060 Kbps
1280x720,1224x689,60,408,7.57 √Î,11.29 √Î,“ª∞„—”≥Ÿ,1188 Kbps
1280x720,1224x689,60,408,8.57 √Î,11.29 √Î,“ª∞„—”≥Ÿ,1194 Kbps
852x480,1224x689,28,408,8.57 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1215 Kbps
852x480,1224x689,28,408,7.57 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1215 Kbps
852x480,1224x689,28,408,8.59 √Î,11.33 √Î,“ª∞„—”≥Ÿ,1159 Kbps
852x480,1224x689,28,408,8.58 √Î,11.33 √Î,“ª∞„—”≥Ÿ,1159 Kbps
852x480,1224x689,28,408,9.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1213 Kbps
852x480,1224x689,28,408,8.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1213 Kbps
852x480,1224x689,31,408,7.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1213 Kbps
852x480,1224x689,28,408,6.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1213 Kbps
852x480,1224x689,28,408,6.58 √Î,11.28 √Î,“ª∞„—”≥Ÿ,1198 Kbps
852x480,1224x689,30,408,5.57 √Î,11.45 √Î,“ª∞„—”≥Ÿ,1198 Kbps
852x480,1224x689,28,408,8.57 √Î,11.45 √Î,“ª∞„—”≥Ÿ,1204 Kbps
852x480,1224x689,28,408,9.56 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1236 Kbps
852x480,1224x689,28,408,9.57 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1165 Kbps
852x480,1224x689,28,408,8.57 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1165 Kbps
852x480,1224x689,28,408,9.59 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1210 Kbps
852x480,1224x689,28,408,8.59 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1210 Kbps
852x480,1224x689,28,408,9.58 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1128 Kbps
852x480,1224x689,28,408,9.58 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1130 Kbps
852x480,1224x689,28,408,8.58 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1130 Kbps
852x480,1224x689,28,408,9.58 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1116 Kbps
852x480,1224x689,28,408,8.58 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1116 Kbps
852x480,1224x689,28,408,9.57 √Î,11.29 √Î,“ª∞„—”≥Ÿ,1178 Kbps
852x480,1224x689,28,408,8.57 √Î,11.29 √Î,“ª∞„—”≥Ÿ,1321 Kbps
852x480,1224x689,28,408,8.57 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1321 Kbps
852x480,1224x689,28,408,9.57 √Î,11.29 √Î,“ª∞„—”≥Ÿ,1332 Kbps
852x480,1224x689,28,408,8.57 √Î,11.29 √Î,“ª∞„—”≥Ÿ,1332 Kbps
852x480,1224x689,28,408,9.59 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1172 Kbps
852x480,1224x689,28,408,8.59 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1172 Kbps
852x480,1224x689,28,408,9.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1217 Kbps
852x480,1224x689,28,408,9.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1153 Kbps
852x480,1224x689,28,408,8.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1153 Kbps
852x480,1224x689,32,408,9.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1227 Kbps
852x480,1224x689,32,408,8.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1227 Kbps
852x480,1224x689,32,408,9.58 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1160 Kbps
852x480,1224x689,32,408,9.56 √Î,11.29 √Î,“ª∞„—”≥Ÿ,1218 Kbps
852x480,1224x689,32,408,8.57 √Î,11.29 √Î,“ª∞„—”≥Ÿ,1218 Kbps
852x480,1224x689,32,408,9.56 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1239 Kbps
852x480,1224x689,28,408,8.56 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1145 Kbps
852x480,1224x689,32,408,8.57 √Î,11.31 √Î,“ª∞„—”≥Ÿ,1145 Kbps
852x480,1224x689,32,408,9.59 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1230 Kbps
852x480,1224x689,32,408,8.59 √Î,11.30 √Î,“ª∞„—”≥Ÿ,1230 Kbps
