¹ÛÖÚÊý
"95,388"
"95,446"
"95,393"
"95,322"
"95,045"
"95,057"
"94,642"
"94,563"
"94,315"
"94,134"
"93,973"
"93,675"
"93,381"
"93,265"
"93,642"
"93,738"
"93,560"
"93,920"
"94,328"
"94,378"
"94,502"
"94,588"
"94,754"
"94,315"
"94,315"
"97,768"
"95,542"
"98,527"
"96,034"
"95,318"
"95,016"
"94,861"
"94,852"
"94,814"
"94,793"
"94,527"
"94,439"
"94,482"
"94,706"
"95,100"
"95,436"
"95,260"
"95,108"
"95,250"
"95,425"
"94,746"
"94,472"
"94,084"
"94,022"
"93,991"
"94,042"
"94,234"
"94,358"
"94,842"
"94,842"
"98,073"
"98,239"
"102,210"
"96,345"
"95,109"
"94,922"
"95,035"
"95,290"
"95,437"
"95,916"
"96,316"
"96,210"
"96,457"
"96,763"
"96,249"
"95,206"
"95,175"
"95,182"
"95,232"
"95,182"
"95,133"
"95,675"
"96,904"
"97,701"
"97,712"
"97,729"
"97,790"
"97,726"
"97,726"
"97,726"
"101,281"
"98,954"
"100,979"
"99,039"
"98,958"
"98,379"
"97,170"
"96,882"
"96,804"
"96,674"
"96,539"
"96,613"
"96,822"
"96,521"
"96,563"
"96,495"
"96,330"
"96,501"
"96,677"
"96,912"
"97,200"
"97,526"
"97,896"
"98,041"
"97,692"
"97,681"
"97,816"
"98,172"
"97,984"
"97,984"
"101,370"
"101,878"
"103,289"
"100,534"
"99,781"
"99,781"
"99,843"
"100,044"
"100,331"
"100,801"
"101,189"
"101,070"
"101,084"
"101,448"
"101,856"
"102,280"
"102,382"
"102,552"
"102,991"
"103,300"
"103,388"
"103,668"
"104,061"
"104,018"
"104,613"
"104,860"
"104,993"
"104,929"
"104,735"
"104,574"
"104,873"
"104,873"
"108,274"
"108,672"
"110,840"
"105,868"
"104,846"
"103,895"
"103,850"
"103,649"
"103,318"
"103,133"
"103,124"
"103,369"
"103,630"
"103,661"
"103,508"
"103,704"
"103,380"
"103,347"
"103,544"
"103,657"
"103,825"
"103,882"
"103,490"
"103,304"
"103,112"
"103,354"
"103,596"
"103,596"
"107,165"
"107,291"
"112,618"
"105,451"
"104,799"
"104,575"
"104,474"
"104,683"
"104,584"
"104,574"
"104,577"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
"104,600"
