1920x1080,1224x689,60,3,6.34 √Î,8.24 √Î,“ª∞„—”≥Ÿ,5786 Kbps
1920x1080,1224x689,60,3,7.32 √Î,8.31 √Î,“ª∞„—”≥Ÿ,5786 Kbps
1920x1080,1224x689,60,3,6.33 √Î,8.31 √Î,“ª∞„—”≥Ÿ,6799 Kbps
1920x1080,1224x689,60,3,7.32 √Î,8.25 √Î,“ª∞„—”≥Ÿ,6219 Kbps
1920x1080,1224x689,60,4,6.34 √Î,8.25 √Î,“ª∞„—”≥Ÿ,6219 Kbps
1920x1080,1224x689,56,4,7.27 √Î,8.28 √Î,“ª∞„—”≥Ÿ,6094 Kbps
1920x1080,1224x689,60,4,6.36 √Î,8.28 √Î,“ª∞„—”≥Ÿ,6094 Kbps
1920x1080,1224x689,62,4,6.35 √Î,8.30 √Î,“ª∞„—”≥Ÿ,5062 Kbps
1920x1080,1224x689,61,4,7.31 √Î,8.29 √Î,“ª∞„—”≥Ÿ,5281 Kbps
"2,804"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,609"
"2,614"
"2,619"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,621"
"2,638"
"2,643"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,644"
"2,656"
"2,660"
"2,661"
"2,661"
"2,661"
"2,661"
"2,661"
"2,661"
"2,661"
1920x1080,956x538,59,2,2.43 √Î,2.74 √Î,µÕ—”≥Ÿ,7765 Kbps
1920x1080,956x538,59,2,2.49 √Î,2.75 √Î,µÕ—”≥Ÿ,7876 Kbps
