1920x1080,1224x689,63,10,3.74 √Î,6.97 √Î,“ª∞„—”≥Ÿ,6454 Kbps
1920x1080,1224x689,62,10,3.87 √Î,6.97 √Î,“ª∞„—”≥Ÿ,7167 Kbps
1920x1080,1224x689,59,10,3.44 √Î,6.96 √Î,“ª∞„—”≥Ÿ,7167 Kbps
1920x1080,1224x689,61,10,3.87 √Î,6.96 √Î,“ª∞„—”≥Ÿ,9179 Kbps
1920x1080,1224x689,61,10,3.09 √Î,6.98 √Î,“ª∞„—”≥Ÿ,8408 Kbps
1920x1080,1224x689,58,10,4.49 √Î,6.97 √Î,“ª∞„—”≥Ÿ,10273 Kbps
1920x1080,1224x689,61,10,3.87 √Î,6.97 √Î,“ª∞„—”≥Ÿ,10273 Kbps
1920x1080,1224x689,60,10,3.68 √Î,6.96 √Î,“ª∞„—”≥Ÿ,10273 Kbps
1920x1080,1224x689,59,10,3.87 √Î,6.96 √Î,“ª∞„—”≥Ÿ,5816 Kbps
1920x1080,1224x689,58,10,3.94 √Î,6.94 √Î,“ª∞„—”≥Ÿ,9454 Kbps
1920x1080,1224x689,58,10,3.87 √Î,6.94 √Î,“ª∞„—”≥Ÿ,9454 Kbps
1920x1080,1224x689,59,10,3.87 √Î,6.97 √Î,“ª∞„—”≥Ÿ,7111 Kbps
1920x1080,1224x689,60,10,3.74 √Î,6.97 √Î,“ª∞„—”≥Ÿ,7501 Kbps
1920x1080,1224x689,61,10,3.87 √Î,6.97 √Î,“ª∞„—”≥Ÿ,7501 Kbps
1920x1080,1224x689,61,10,3.39 √Î,6.96 √Î,“ª∞„—”≥Ÿ,7779 Kbps
1920x1080,1224x689,61,10,3.87 √Î,6.96 √Î,“ª∞„—”≥Ÿ,7779 Kbps
1920x1080,1224x689,59,10,3.64 √Î,6.97 √Î,“ª∞„—”≥Ÿ,8417 Kbps
1920x1080,1224x689,63,10,4.04 √Î,6.95 √Î,“ª∞„—”≥Ÿ,9710 Kbps
1920x1080,1224x689,61,10,3.87 √Î,6.95 √Î,“ª∞„—”≥Ÿ,9710 Kbps
1920x1080,1224x689,62,10,2.94 √Î,6.95 √Î,“ª∞„—”≥Ÿ,9710 Kbps
1920x1080,1224x689,60,10,3.87 √Î,6.95 √Î,“ª∞„—”≥Ÿ,6309 Kbps
1920x1080,1224x689,59,10,4.04 √Î,6.95 √Î,“ª∞„—”≥Ÿ,8449 Kbps
1920x1080,1224x689,60,10,3.85 √Î,6.95 √Î,“ª∞„—”≥Ÿ,8449 Kbps
1920x1080,1224x689,61,10,3.54 √Î,6.96 √Î,“ª∞„—”≥Ÿ,7960 Kbps
1920x1080,1224x689,60,10,3.84 √Î,6.98 √Î,“ª∞„—”≥Ÿ,7544 Kbps
1920x1080,1224x689,61,10,2.84 √Î,6.98 √Î,“ª∞„—”≥Ÿ,7544 Kbps
1920x1080,1224x689,60,10,3.28 √Î,6.97 √Î,“ª∞„—”≥Ÿ,7544 Kbps
1920x1080,1224x689,61,10,3.86 √Î,6.97 √Î,“ª∞„—”≥Ÿ,9619 Kbps
1920x1080,1224x689,60,10,4.29 √Î,6.96 √Î,“ª∞„—”≥Ÿ,7014 Kbps
1920x1080,1224x689,60,10,3.86 √Î,6.96 √Î,“ª∞„—”≥Ÿ,7014 Kbps
1920x1080,1224x689,58,10,3.74 √Î,6.97 √Î,“ª∞„—”≥Ÿ,8270 Kbps
1920x1080,1224x689,62,11,3.87 √Î,6.97 √Î,“ª∞„—”≥Ÿ,8270 Kbps
1920x1080,1224x689,61,11,3.87 √Î,6.98 √Î,“ª∞„—”≥Ÿ,8445 Kbps
1920x1080,1224x689,60,11,4.64 √Î,6.94 √Î,“ª∞„—”≥Ÿ,6089 Kbps
1920x1080,1224x689,62,11,3.87 √Î,6.94 √Î,“ª∞„—”≥Ÿ,6089 Kbps
1920x1080,1224x689,62,11,4.84 √Î,6.96 √Î,“ª∞„—”≥Ÿ,7530 Kbps
1920x1080,1224x689,61,11,3.87 √Î,6.96 √Î,“ª∞„—”≥Ÿ,7530 Kbps
1920x1080,1224x689,60,11,4.24 √Î,6.98 √Î,“ª∞„—”≥Ÿ,7560 Kbps
1920x1080,1224x689,61,11,3.99 √Î,6.98 √Î,“ª∞„—”≥Ÿ,10651 Kbps
1920x1080,1224x689,60,11,3.87 √Î,6.98 √Î,“ª∞„—”≥Ÿ,10651 Kbps
1920x1080,1224x689,60,11,4.87 √Î,6.96 √Î,“ª∞„—”≥Ÿ,8997 Kbps
1920x1080,1224x689,60,11,3.87 √Î,6.96 √Î,“ª∞„—”≥Ÿ,8997 Kbps
1920x1080,1224x689,60,11,2.19 √Î,6.98 √Î,“ª∞„—”≥Ÿ,8997 Kbps
1920x1080,1224x689,61,11,4.87 √Î,6.94 √Î,“ª∞„—”≥Ÿ,9381 Kbps
